"kodewilayah","provinsi","kabupatenkota","kecamatan"
827206,"Maluku Utara","Kota Tidore Kepulauan","Oba Tengah"
827207,"Maluku Utara","Kota Tidore Kepulauan","Oba Selatan"
827208,"Maluku Utara","Kota Tidore Kepulauan","Tidore Timur"
910101,"Papua","Kab. Merauke","Merauke"
910102,"Papua","Kab. Merauke","Muting"
910103,"Papua","Kab. Merauke","Okaba"
910104,"Papua","Kab. Merauke","Kimaam"
910105,"Papua","Kab. Merauke","Semangga"
910106,"Papua","Kab. Merauke","Tanah Miring"
910107,"Papua","Kab. Merauke","Jagebob"
910108,"Papua","Kab. Merauke","Sota"
910109,"Papua","Kab. Merauke","Ulilin"
910110,"Papua","Kab. Merauke","Elikobal"
910111,"Papua","Kab. Merauke","Kurik"
910112,"Papua","Kab. Merauke","Naukenjerai"
910113,"Papua","Kab. Merauke","Animha"
910114,"Papua","Kab. Merauke","Malind"
910115,"Papua","Kab. Merauke","Tubang"
910116,"Papua","Kab. Merauke","Ngguti"
910117,"Papua","Kab. Merauke","Kaptel"
910118,"Papua","Kab. Merauke","Tabonji"
910119,"Papua","Kab. Merauke","Waan"
910120,"Papua","Kab. Merauke","Ilwayab"
910201,"Papua","Kab. Jayawijaya","Wamena"
910203,"Papua","Kab. Jayawijaya","Kurulu"
910204,"Papua","Kab. Jayawijaya","Asologaima"
910212,"Papua","Kab. Jayawijaya","Hubikosi"
910215,"Papua","Kab. Jayawijaya","Bolakme"
910225,"Papua","Kab. Jayawijaya","Walelagama"
910227,"Papua","Kab. Jayawijaya","Musatfak"
910228,"Papua","Kab. Jayawijaya","Wolo"
910229,"Papua","Kab. Jayawijaya","Asolokobal"
910234,"Papua","Kab. Jayawijaya","Pelebaga"
910235,"Papua","Kab. Jayawijaya","Yalengga"
910240,"Papua","Kab. Jayawijaya","Trikora"
910241,"Papua","Kab. Jayawijaya","Napua"
910242,"Papua","Kab. Jayawijaya","Walaik"
910243,"Papua","Kab. Jayawijaya","Wouma"
910244,"Papua","Kab. Jayawijaya","Hubikiak"
910245,"Papua","Kab. Jayawijaya","Ibele"
910246,"Papua","Kab. Jayawijaya","Taelarek"
910247,"Papua","Kab. Jayawijaya","Itlay Hisage"
910248,"Papua","Kab. Jayawijaya","Siepkosi"
910249,"Papua","Kab. Jayawijaya","Usilimo"
910250,"Papua","Kab. Jayawijaya","Wita Waya"
910251,"Papua","Kab. Jayawijaya","Libarek"
910252,"Papua","Kab. Jayawijaya","Wadangku"
910253,"Papua","Kab. Jayawijaya","Pisugi"
910254,"Papua","Kab. Jayawijaya","Koragi"
910255,"Papua","Kab. Jayawijaya","Tagime"
910256,"Papua","Kab. Jayawijaya","Molagalome"
910257,"Papua","Kab. Jayawijaya","Tagineri"
910258,"Papua","Kab. Jayawijaya","Silo Karno Doga"
910259,"Papua","Kab. Jayawijaya","Piramid"
910260,"Papua","Kab. Jayawijaya","Muliama"
910261,"Papua","Kab. Jayawijaya","Bugi"
910262,"Papua","Kab. Jayawijaya","Bpiri"
910263,"Papua","Kab. Jayawijaya","Welesi"
910264,"Papua","Kab. Jayawijaya","Asotipo"
910265,"Papua","Kab. Jayawijaya","Maima"
910266,"Papua","Kab. Jayawijaya","Popugoba"
910267,"Papua","Kab. Jayawijaya","Wame"
910268,"Papua","Kab. Jayawijaya","Wesaput"
910301,"Papua","Kab. Jayapura","Sentani"
910302,"Papua","Kab. Jayapura","Sentani Timur"
910303,"Papua","Kab. Jayapura","Depapre"
910304,"Papua","Kab. Jayapura","Sentani Barat"
910305,"Papua","Kab. Jayapura","Kemtuk"
910306,"Papua","Kab. Jayapura","Kemtuk Gresi"
910307,"Papua","Kab. Jayapura","Nimboran"
910308,"Papua","Kab. Jayapura","Nimbokrang"
910309,"Papua","Kab. Jayapura","Unurum Guay"
910310,"Papua","Kab. Jayapura","Demta"
910311,"Papua","Kab. Jayapura","Kaureh"
910312,"Papua","Kab. Jayapura","Ebungfa"
910313,"Papua","Kab. Jayapura","Waibu"
910314,"Papua","Kab. Jayapura","Nambluong"
910315,"Papua","Kab. Jayapura","Yapsi"
910316,"Papua","Kab. Jayapura","Airu"
910317,"Papua","Kab. Jayapura","Raveni Rara"
910318,"Papua","Kab. Jayapura","Gresi Selatan"
910319,"Papua","Kab. Jayapura","Yokari"
910401,"Papua","Kab. Nabire","Nabire"
910402,"Papua","Kab. Nabire","Napan"
910403,"Papua","Kab. Nabire","Yaur"
910406,"Papua","Kab. Nabire","Uwapa"
910407,"Papua","Kab. Nabire","Wanggar"
910410,"Papua","Kab. Nabire","Siriwo"
910411,"Papua","Kab. Nabire","Makimi"
910412,"Papua","Kab. Nabire","Teluk Umar"
910416,"Papua","Kab. Nabire","Teluk Kimi"
910417,"Papua","Kab. Nabire","Yaro"
910421,"Papua","Kab. Nabire","Wapoga"
910422,"Papua","Kab. Nabire","Nabire Barat"
910423,"Papua","Kab. Nabire","Moora"
910424,"Papua","Kab. Nabire","Dipa"
910425,"Papua","Kab. Nabire","Menou"
910501,"Papua","Kab. Kepulauan Yapen","Yapen Selatan"
910502,"Papua","Kab. Kepulauan Yapen","Yapen Barat"
910503,"Papua","Kab. Kepulauan Yapen","Yapen Timur"
910504,"Papua","Kab. Kepulauan Yapen","Angkaisera"
910505,"Papua","Kab. Kepulauan Yapen","Poom"
910506,"Papua","Kab. Kepulauan Yapen","Kosiwo"
